VTDID,Enacted,Plan1,Plan2,Plan3,Plan4,Plan5,Plan6
270532425,3,7,0,0,7,3,0
270532430,3,7,0,0,7,3,0
270532435,3,7,0,0,7,3,0
270532440,3,7,0,0,7,3,0
270532445,3,7,0,0,7,3,0
270532450,3,7,0,0,7,3,0
270532455,3,7,0,0,7,3,0
270532460,3,7,0,0,7,3,5
270532465,3,7,0,0,7,3,5
270532470,3,7,0,2,7,3,5
270532475,3,7,0,0,7,3,0
270532480,3,7,0,0,7,3,5
270532485,3,7,0,0,7,3,5
270532490,3,7,0,0,7,3,5
270532495,3,7,0,0,7,3,5
270532500,3,7,0,0,7,3,5
270532505,3,7,0,2,7,3,5
270532510,3,7,0,2,7,3,5
270532575,5,7,5,2,0,6,3
270532580,5,7,5,2,0,6,3
270532585,5,7,5,2,0,6,3
270532590,5,7,5,2,0,6,3
270532595,5,7,5,2,0,6,3
270532600,5,7,5,2,0,6,3
270532605,5,7,5,2,0,6,3
270532610,5,7,5,2,0,6,3
270532615,5,0,5,2,0,6,3
270532645,5,7,0,2,7,5,5
270532655,5,7,0,2,7,5,5
270532665,5,7,0,2,7,5,5
270532675,5,7,0,2,7,5,0
270532695,6,4,5,0,7,3,0
270532710,3,4,0,0,7,2,0
270532715,3,4,5,0,7,2,0
270532720,3,5,5,0,7,3,0
270532725,3,5,5,0,7,3,3
270532730,3,5,0,0,7,3,0
270532735,3,7,0,0,7,3,0
270532755,3,5,5,0,7,3,0
270532765,5,1,0,0,7,5,0
270532770,5,1,0,0,7,5,7
270532780,3,5,5,0,7,3,4
270532790,5,7,0,2,7,7,3
270532795,5,7,0,2,7,3,3
270532800,5,7,0,2,7,7,3
270532805,5,7,0,2,7,3,3
270532810,5,7,5,2,7,3,3
270532815,5,7,5,2,7,7,3
270532820,5,7,5,2,7,7,3
270532825,5,7,5,2,7,3,3
270532830,5,7,0,2,7,3,0
270532835,5,7,0,2,7,3,0
270532840,5,7,0,2,7,3,3
270532845,5,7,0,2,7,3,0
270532850,5,7,0,0,7,3,0
270532855,5,7,0,2,7,3,0
270532860,5,7,0,2,7,3,0
270532865,5,7,0,2,7,7,0
270532900,3,5,0,0,7,3,0
270532910,3,7,0,0,7,3,0
270532925,3,7,0,0,7,3,0
270550005,1,6,7,4,6,0,6
270550010,1,6,7,4,6,0,6
270550015,1,6,7,4,6,0,6
270550020,1,6,7,4,6,0,6
270550025,1,6,7,4,6,0,6
270550030,1,6,7,4,6,0,6
270550035,1,6,7,4,6,0,6
270550040,1,6,7,4,6,0,6
270550045,1,6,7,4,6,0,6
270550050,1,6,7,4,6,0,6
270550055,1,6,7,4,6,0,6
270550060,1,6,7,4,6,0,6
270550065,1,6,7,4,6,0,6
270550070,1,6,7,4,6,0,6
270550075,1,6,7,4,6,0,6
270550076,1,6,7,4,6,0,6
270550080,1,6,7,4,6,0,6
270550085,1,6,7,4,6,0,6
270550090,1,6,7,4,6,0,6
270550095,1,6,7,4,6,0,6
270550100,1,6,7,4,6,0,6
270550105,1,6,7,4,6,0,6
270550110,1,6,7,4,6,0,6
270550115,1,6,7,4,6,0,6
270550120,1,6,7,4,6,0,6
270550125,1,6,7,4,6,0,6
270550130,1,6,7,4,6,0,6
270570005,8,3,3,3,4,4,1
270570010,8,3,3,3,4,4,1
270570015,8,3,3,3,4,4,1
270570020,8,3,3,3,4,4,1
270570022,8,3,3,3,4,4,1
270570025,8,3,3,3,4,4,4
270570030,8,3,3,3,4,4,1
270570035,8,3,3,3,4,4,1
270570037,8,3,3,3,4,4,1
270570040,8,3,3,3,4,4,4
270570045,8,3,3,3,4,4,1
270570050,8,3,3,3,4,4,1
270570052,8,3,3,3,4,4,1
270570055,8,3,3,3,4,4,1
270570060,8,3,3,3,4,4,1
270570065,8,3,3,3,4,4,1
270570070,8,3,3,3,4,4,4
270570075,8,3,3,3,4,4,1
270570080,8,3,3,3,4,4,1
270570085,8,3,3,3,4,4,1
270570090,8,3,3,3,4,4,1
270570095,8,3,3,3,4,4,1
270570097,8,3,3,3,4,4,1
270570100,8,3,3,3,4,4,1
270570105,8,3,3,3,4,4,1
270570110,8,3,3,3,4,4,1
270570115,8,3,3,3,4,4,1
270570120,8,3,3,3,4,4,4
270570122,8,3,3,3,4,4,4
270570125,8,3,3,3,4,4,1
270570130,8,3,3,3,4,4,1
270570135,8,3,3,3,4,4,1
270570137,8,3,3,3,4,4,1
270570140,8,3,3,3,4,4,4
270570145,8,3,3,3,4,4,1
270570150,8,3,3,3,4,4,1
270570152,8,3,3,3,4,4,1
270570155,8,3,3,3,4,4,1
270590005,8,2,2,5,1,2,5
270590010,8,2,2,5,1,2,5
270590015,8,2,2,5,1,2,7
270590020,8,2,2,5,1,2,5
270590022,8,2,2,5,1,2,5
270590025,8,2,2,5,1,2,5
270590030,8,2,2,5,1,2,7
270590035,8,2,2,5,1,2,5
270590037,8,2,2,5,1,2,5
270590040,8,2,2,5,1,2,5
270590045,8,2,2,5,1,2,5
270590050,8,2,2,5,1,2,5
270590055,8,2,2,5,1,2,7
270590057,8,2,2,5,1,2,5
270590060,8,2,2,5,1,2,5
270590065,8,2,2,5,1,2,5
270590070,8,2,2,5,1,2,7
270590075,8,2,2,5,1,2,5
270590080,8,2,2,5,1,2,5
270610005,8,3,3,7,4,4,1
270610010,8,3,3,7,4,4,1
270610015,8,3,3,7,4,4,1
270610020,8,3,3,7,4,4,1
270610025,8,3,3,7,4,4,1
270610030,8,3,3,7,4,4,1
270610035,8,3,3,7,4,4,1
270610040,8,3,3,7,4,4,1
270610045,8,3,3,7,4,4,1
270610050,8,3,3,7,4,4,1
270610055,8,3,3,7,4,4,1
270610060,8,3,3,7,4,4,1
270610065,8,3,3,7,4,4,1
270610070,8,3,3,7,4,4,1
270610074,8,3,3,7,4,4,1
270610076,8,3,3,7,4,4,1
270610085,8,3,3,7,4,4,1
270610090,8,3,3,7,4,4,1
270610095,8,3,3,7,4,4,1
270610096,8,3,3,7,4,4,1
270610100,8,3,3,7,4,4,1
270610101,8,3,3,7,4,4,1
270610110,8,3,3,7,4,4,1
270610120,8,3,3,7,4,4,1
270610125,8,3,3,7,4,4,1
270610130,8,3,3,7,4,4,1
270610135,8,3,3,7,4,4,1
270610140,8,3,3,7,4,4,1
270610145,8,3,3,7,4,4,1
270610151,8,3,3,7,4,4,1
270610155,8,3,3,7,4,4,1
270610175,8,3,3,7,4,4,1
270610184,8,3,3,7,4,4,1
270610189,8,3,3,7,4,4,1
270610195,8,3,3,7,4,4,1
270610200,8,3,3,7,4,4,1
270610205,8,3,3,7,4,4,1
270610215,8,3,3,7,4,4,1
270610220,8,3,3,7,4,4,1
270610225,8,3,3,7,4,4,1
270610227,8,3,3,7,4,4,1
270610230,8,3,3,7,4,4,1
270610235,8,3,3,7,4,4,1
270610240,8,3,3,7,4,4,1
270610244,8,3,3,7,4,4,1
270610245,8,3,3,7,4,4,1
270610247,8,3,3,7,4,4,1
270610249,8,3,3,7,4,4,1
270610255,8,3,3,7,4,4,1
270610260,8,3,3,7,4,4,1
270610265,8,3,3,7,4,4,1
270610270,8,3,3,7,4,4,1
270610271,8,3,3,7,4,4,1
270610280,8,3,3,7,4,4,1
270610285,8,3,3,7,4,4,1
270610290,8,3,3,7,4,4,1
270610295,8,3,3,7,4,4,1
270610300,8,3,3,7,4,4,1
270610305,8,3,3,7,4,4,1
270610310,8,3,3,7,4,4,1
270610320,8,3,3,7,4,4,1
270610327,8,3,3,7,4,4,1
270610330,8,3,3,7,4,4,1
270610335,8,3,3,7,4,4,1
270610338,8,3,3,7,4,4,1
270610339,8,3,3,7,4,4,1
270610340,8,3,3,7,4,4,1
270610345,8,3,3,7,4,4,1
270610350,8,3,3,7,4,4,1
270610355,8,3,3,7,4,4,1
270610360,8,3,3,7,4,4,1
270610365,8,3,3,7,4,4,1
270610370,8,3,3,7,4,4,1
270610371,8,3,3,7,4,4,1
270610372,8,3,3,7,4,4,1
270610375,8,3,3,7,4,4,1
270610380,8,3,3,7,4,4,1
270610385,8,3,3,7,4,4,1
270630005,1,5,7,3,6,0,6
270630010,1,5,7,3,6,0,6
270630015,1,5,7,3,6,0,6
270630020,1,5,7,3,6,0,4
270630025,1,5,7,3,6,0,4
270630030,1,5,7,3,6,0,6
270630035,1,5,7,3,6,0,6
270630040,1,5,7,3,6,0,6
270630045,1,5,7,3,6,0,6
270630050,1,5,7,3,6,0,6
270630055,1,5,7,3,6,0,6
270630060,1,5,7,3,6,0,6
270630070,1,5,7,3,6,0,6
270630080,1,5,7,3,6,0,4
270630085,1,5,7,3,6,0,6
270630090,1,5,7,3,6,0,6
270630095,1,5,7,3,6,0,6
270630100,1,5,7,3,6,0,6
270630105,1,5,7,3,6,0,6
270630110,1,5,7,3,6,0,6
270630115,1,5,7,3,6,0,6
270630120,1,5,7,3,6,0,6
270630125,1,5,7,3,6,0,6
270630130,1,5,7,3,6,0,6
270630135,1,5,7,3,6,0,6
270630140,1,5,7,3,6,0,6
270630145,1,5,7,3,6,0,4
270630150,1,5,7,3,6,0,6
270650005,8,2,3,7,4,2,7
270650010,8,2,3,7,4,2,7
270650015,8,2,3,7,4,2,7
270650020,8,2,3,7,4,2,7
270650025,8,2,3,7,4,2,7
270650030,8,2,3,7,4,2,7
270650035,8,2,3,7,4,2,7
270650040,8,2,3,7,4,2,7
270650045,8,2,3,7,4,2,7
270650050,8,2,3,7,4,2,7
270650055,8,2,3,7,4,2,7
270650060,8,2,3,7,4,2,7
270650065,8,2,3,7,4,2,1
270650070,8,2,3,7,4,2,7
270650080,8,2,3,7,4,2,7
270650085,8,2,3,7,4,2,7
270650090,8,2,3,7,4,2,7
270650095,8,2,3,7,4,2,7
270650100,8,2,3,7,4,2,7
270650105,8,2,3,7,4,2,7
270670005,7,5,4,3,5,1,4
270670010,7,5,4,3,5,1,4
270670015,7,5,4,3,5,1,4
270670020,7,5,4,3,5,1,4
270670025,7,5,4,3,5,1,4
270670030,7,5,4,3,5,1,4
270670035,7,5,4,3,5,1,4
270670040,7,5,4,3,5,1,4
270670045,7,5,4,3,5,1,4
270670050,7,5,4,3,5,1,4
270670055,7,5,4,3,5,1,4
270670060,7,5,4,3,5,1,4
270670065,7,5,4,3,5,1,4
270670070,7,5,4,3,5,1,4
270670075,7,5,4,3,5,1,4
270670080,7,5,4,3,5,1,4
270670085,7,5,4,3,5,1,4
270670090,7,5,4,3,5,1,4
270670095,7,5,4,3,5,1,4
270670100,7,5,4,3,5,1,4
270670105,7,5,4,3,5,1,4
270670110,7,5,4,3,5,1,4
270670115,7,5,4,3,5,1,4
270670120,7,5,4,3,5,1,4
270670125,7,5,4,3,5,1,4
270670130,7,5,4,3,5,1,4
270670135,7,5,4,3,5,1,4
270670140,7,5,4,3,5,1,4
270670145,7,5,4,3,5,1,4
270670150,7,5,4,3,5,1,4
270670155,7,5,4,3,5,1,4
270670160,7,5,4,3,5,1,4
270670165,7,5,4,3,5,1,4
270670170,7,5,4,3,5,1,4
270670175,7,5,4,3,5,1,4
270670180,7,5,4,3,5,1,4
270670185,7,5,4,3,5,1,4
270670190,7,5,4,3,5,1,4
270670195,7,5,4,3,5,1,4
270670200,7,5,4,3,5,1,4
270670202,7,5,4,3,5,1,4
270670205,7,5,4,3,5,1,4
270670210,7,5,4,3,5,1,4
270670215,7,5,4,3,5,1,4
270670220,7,5,4,3,5,1,4
270670225,7,5,4,3,5,1,4
270670230,7,5,4,3,5,1,4
270670235,7,5,4,3,5,1,4
270690005,7,4,3,3,4,4,1
270690010,7,4,3,3,4,4,1
270690015,7,4,3,3,4,4,1
270690020,7,4,3,3,4,4,1
270690025,7,4,3,3,4,4,1
270690030,7,4,3,3,4,4,1
270690035,7,4,3,3,4,4,1
270690040,7,4,3,3,4,4,1
270690045,7,4,3,3,4,4,1
270690050,7,4,3,3,4,4,1
270690055,7,4,3,3,4,4,1
270690060,7,4,3,3,4,4,1
270690065,7,4,3,3,4,4,1
270690070,7,4,3,3,4,4,1
270690075,7,4,3,3,4,4,1
270690080,7,4,3,3,4,4,1
270690085,7,4,3,3,4,4,1
270690090,7,4,3,3,4,4,1
270690092,7,4,3,3,4,4,1
270690095,7,4,3,3,4,4,1
270690100,7,4,3,3,4,4,1
270690105,7,4,3,3,4,4,1
270690110,7,4,3,3,4,4,1
270690115,7,4,3,3,4,4,1
270690118,7,4,3,3,4,4,1
270690120,7,4,3,3,4,4,1
270690125,7,4,3,3,4,4,1
270690130,7,4,3,3,4,4,1
270690135,7,4,3,3,4,4,1
270690140,7,4,3,3,4,4,1
270690145,7,4,3,3,4,4,1
270690150,7,4,3,3,4,4,1
270690155,7,4,3,3,4,4,1
270690160,7,4,3,3,4,4,1
270690165,7,4,3,3,4,4,1
270690170,7,4,3,3,4,4,1
270690175,7,4,3,3,4,4,1
270690180,7,4,3,3,4,4,1
270690185,7,4,3,3,4,4,1
270710005,8,3,3,7,4,4,1
270710023,8,3,3,7,4,4,1
270710050,8,3,3,7,4,4,1
270710055,8,3,3,7,4,4,1
270710060,8,3,3,7,4,4,1
270710070,8,3,3,7,4,4,1
270710075,8,3,3,7,4,4,1
270710080,8,3,3,7,4,4,1
270710082,8,3,3,7,4,4,1
270710083,8,3,3,7,4,4,1
270710090,8,3,3,7,4,4,1
270710100,8,3,3,7,4,4,1
270710115,8,3,3,7,4,4,1
270710120,8,3,3,7,4,4,1
270710121,8,3,3,7,4,4,1
270710140,8,3,3,7,4,4,1
270710170,8,3,3,7,4,4,1
270710175,8,3,3,7,4,4,1
270710180,8,3,3,7,4,4,1
270710185,8,3,3,7,4,4,1
270710190,8,3,3,7,4,4,1
270710195,8,3,3,7,4,4,1
270730005,7,5,4,3,5,1,4
270730010,7,5,4,3,5,1,4
270730015,7,5,4,3,5,1,4
270730020,7,5,4,3,5,1,4
270730025,7,5,4,3,5,1,4
270730030,7,5,4,3,5,1,4
270730035,7,5,4,3,5,1,4
270730040,7,5,4,3,5,1,4
270730045,7,5,4,3,5,1,4
270730060,7,5,4,3,5,1,4
270730065,7,5,4,3,5,1,4
270730070,7,5,4,3,5,1,4
270730075,7,5,4,3,5,1,4
270730080,7,5,4,3,5,1,4
270730085,7,5,4,3,5,1,4
270730090,7,5,4,3,5,1,4
270730095,7,5,4,3,5,1,4
270730110,7,5,4,3,5,1,4
270730115,7,5,4,3,5,1,4
270730120,7,5,4,3,5,1,4
270730125,7,5,4,3,5,1,4
270730130,7,5,4,3,5,1,4
270730135,7,5,4,3,5,1,4
270730140,7,5,4,3,5,1,4
270730145,7,5,4,3,5,1,4
270730150,7,5,4,3,5,1,4
270730155,7,5,4,3,5,1,4
270730160,7,5,4,3,5,1,4
270730165,7,5,4,3,5,1,4
270750005,8,3,3,7,4,4,1
270750010,8,3,3,7,4,4,1
270750020,8,3,3,7,4,4,1
270750025,8,3,3,7,4,4,1
270750035,8,3,3,7,4,4,1
270750040,8,3,3,7,4,4,1
270750050,8,3,3,7,4,4,1
270750060,8,3,3,7,4,4,1
270750065,8,3,3,7,4,4,1
270750070,8,3,3,7,4,4,1
270750080,8,3,3,7,4,4,1
270750090,8,3,3,7,4,4,1
270750105,8,3,3,7,4,4,1
270750110,8,3,3,7,4,4,1
270750115,8,3,3,7,4,4,1
270750120,8,3,3,7,4,4,1
270750125,8,3,3,7,4,4,1
270750130,8,3,3,7,4,4,1
270750135,8,3,3,7,4,4,1
270770005,7,3,3,3,4,4,1
270770010,7,3,3,3,4,4,1
270770015,7,3,3,3,4,4,1
270770020,7,3,3,3,4,4,1
270770030,7,3,3,3,4,4,1
270770031,7,3,3,3,4,4,1
270770035,7,3,3,3,4,4,1
270770040,7,3,3,3,4,4,1
270770044,7,3,3,3,4,4,1
270770045,7,3,3,3,4,4,1
270770046,7,3,3,3,4,4,1
270770050,7,3,3,3,4,4,1
270770055,7,3,3,3,4,4,1
270770065,7,3,3,3,4,4,1
270770070,7,3,3,3,4,4,1
270770075,7,3,3,3,4,4,1
270770080,7,3,3,3,4,4,1
270790005,1,5,7,4,3,0,6
270790010,1,5,7,4,3,0,6
270790015,1,5,7,4,3,0,6
270790020,1,5,7,4,3,3,6
270790025,1,5,7,4,3,0,6
270790030,1,5,7,4,3,0,6
270790035,1,5,7,4,3,3,6
270790040,1,5,7,4,3,0,6
270790045,1,5,7,4,3,0,6
270790047,1,5,7,4,3,0,6
270790050,1,5,7,4,3,0,6
270790055,1,5,7,4,3,0,6
270790062,1,5,7,4,3,3,6
270790065,1,5,7,4,3,3,6
270790075,1,5,7,4,3,1,6
270790080,1,5,7,4,3,3,6
270790085,1,5,7,4,3,3,6
270790087,1,5,7,4,3,0,6
270790090,1,5,7,4,3,3,6
270790100,1,5,7,4,3,3,6
270790105,1,5,7,4,3,3,6
270790110,1,5,7,4,3,1,6
270790115,1,5,7,4,3,3,6
270790120,1,5,7,4,3,3,6
270790125,1,5,7,4,3,0,6
270790130,1,5,7,4,3,0,6
270790140,1,5,7,4,3,0,6
270810005,7,5,7,3,6,1,4
270810010,7,5,7,3,6,1,4
270810015,7,5,7,3,6,1,6
270810020,7,5,7,3,6,1,6
270810025,7,5,7,3,6,1,6
270810030,7,5,7,3,6,1,6
270810035,7,5,7,3,6,1,6
270810040,7,5,7,3,6,1,6
270810045,7,5,7,3,6,0,4
270810050,7,5,7,3,6,1,6
270810055,7,5,7,3,6,0,6
270810060,7,5,7,3,6,0,6
270810065,7,5,7,3,6,1,4
270810070,7,5,7,3,6,1,4
270810075,7,5,7,3,6,1,6
270810080,7,5,7,3,6,1,4
270810085,7,5,7,3,6,1,4
270810090,7,5,7,3,6,1,6
270810095,7,5,7,3,6,0,4
270810100,7,5,7,3,6,0,6
270830005,7,5,7,3,6,1,4
270830010,7,5,7,3,6,0,4
270830015,7,5,7,3,6,1,4
270830020,7,5,7,3,6,1,4
270830025,7,5,7,3,6,1,4
270830030,7,5,7,3,6,0,4
270830035,7,5,7,3,6,1,4
270830040,7,5,7,3,6,1,4
270830045,7,5,7,3,6,0,4
270830050,7,5,7,3,6,0,4
270830055,7,5,7,3,6,1,4
270830060,7,5,7,3,6,1,4
270830065,7,5,7,3,6,1,4
270830070,7,5,7,3,6,1,4
270830075,7,5,7,3,6,1,4
270830080,7,5,7,3,6,1,4
270830085,7,5,7,3,6,1,4
270830090,7,5,7,3,6,1,4
270830095,7,5,7,3,6,1,4
270830105,7,5,7,3,6,1,4
270830115,7,5,7,3,6,1,4
270830125,7,5,7,3,6,1,4
270830130,7,5,7,3,6,0,4
270830135,7,5,7,3,6,1,4
270830140,7,5,7,3,6,0,4
270830145,7,5,7,3,6,1,4
270830150,7,5,7,3,6,0,4
270830155,7,5,7,3,6,1,4
270830160,7,5,7,3,6,1,4
270830165,7,5,7,3,6,1,4
270830170,7,5,7,3,6,0,4
270830180,7,5,7,3,6,1,4
270830185,7,5,7,3,6,1,4
270850005,7,5,5,4,0,1,4
270850010,7,5,5,4,0,1,4
270850015,7,5,5,4,0,1,4
270850020,7,5,5,4,0,1,4
270850025,7,5,5,4,0,1,4
270850030,7,5,5,4,0,1,4
270850035,7,5,5,4,0,1,4
270850040,7,5,5,4,0,1,4
270850045,7,5,5,4,0,1,4
270850050,7,5,5,4,0,1,4
270850055,7,5,5,4,0,1,4
270850060,7,5,5,4,0,1,4
270850065,7,5,5,4,0,1,4
270850070,7,5,5,4,0,1,4
270850075,7,5,5,4,0,1,4
270850080,7,5,5,4,0,1,4
270850095,7,5,5,4,0,1,4
270850100,7,5,5,4,0,1,4
270850105,7,5,5,4,0,1,4
270850110,7,5,5,4,0,1,4
270850115,7,5,5,4,0,1,4
270850120,7,5,5,4,0,1,4
270850125,7,5,5,4,0,1,4
270850130,7,5,5,4,0,1,4
270850135,7,5,5,4,0,1,4
270850140,7,5,5,4,0,1,4
270850145,7,5,5,4,0,1,4
270850150,7,5,5,4,0,1,4
270870005,7,4,3,3,5,4,1
270870010,7,4,3,3,5,4,1
270870015,7,4,3,3,5,4,1
270870020,7,4,3,3,5,4,1
270870025,7,4,3,3,5,4,4
270870030,7,4,3,3,5,4,1
270870035,7,4,3,3,5,4,1
270870040,7,4,3,3,5,4,4
270870045,7,4,3,3,5,4,4
270870050,7,4,3,3,5,4,4
270870055,7,4,3,3,5,4,4
270870060,7,4,3,3,5,4,1
270870065,7,4,3,3,5,4,4
270870070,7,4,3,3,5,4,4
270870075,7,4,3,3,5,4,4
270870080,7,4,3,3,5,4,4
270870085,7,4,3,3,5,4,4
270870090,7,4,3,3,5,4,4
270870095,7,4,3,3,5,4,4
270890005,7,4,3,3,4,4,1
270890010,7,4,3,3,4,4,1
270890015,7,4,3,3,4,4,1
270890020,7,4,3,3,4,4,1
270890025,7,4,3,3,4,4,1
270890030,7,4,3,3,4,4,1
270890035,7,4,3,3,4,4,1
270890040,7,4,3,3,4,4,1
270890045,7,4,3,3,4,4,1
270890050,7,4,3,3,4,4,1
270890055,7,4,3,3,4,4,1
270890060,7,4,3,3,4,4,1
270890065,7,4,3,3,4,4,1
270890070,7,4,3,3,4,4,1
270890075,7,4,3,3,4,4,1
270890080,7,4,3,3,4,4,1
270890085,7,4,3,3,4,4,1
270890090,7,4,3,3,4,4,1
270890095,7,4,3,3,4,4,1
270890100,7,4,3,3,4,4,1
270890105,7,4,3,3,4,4,1
270890110,7,4,3,3,4,4,1
270890115,7,4,3,3,4,4,1
270890120,7,4,3,3,4,4,1
270890125,7,4,3,3,4,4,1
270890130,7,4,3,3,4,4,1
270890135,7,4,3,3,4,4,1
270890140,7,4,3,3,4,4,1
270890145,7,4,3,3,4,4,1
270890150,7,4,3,3,4,4,1
270890155,7,4,3,3,4,4,1
270890160,7,4,3,3,4,4,1
270890165,7,4,3,3,4,4,1
270890166,7,4,3,3,4,4,1
270890170,7,4,3,3,4,4,1
270890175,7,4,3,3,4,4,1
270890180,7,4,3,3,4,4,1
270890185,7,4,3,3,4,4,1
270890190,7,4,3,3,4,4,1
270890195,7,4,3,3,4,4,1
270890200,7,4,3,3,4,4,1
270890205,7,4,3,3,4,4,1
270890210,7,4,3,3,4,4,1
270890215,7,4,3,3,4,4,1
270890220,7,4,3,3,4,4,1
270890225,7,4,3,3,4,4,1
270890230,7,4,3,3,4,4,1
270890235,7,4,3,3,4,4,1
270890240,7,4,3,3,4,4,1
270890245,7,4,3,3,4,4,1
270890250,7,4,3,3,4,4,1
270890255,7,4,3,3,4,4,1
270890260,7,4,3,3,4,4,1
270890265,7,4,3,3,4,4,1
270890270,7,4,3,3,4,4,1
270890275,7,4,3,3,4,4,1
270890285,7,4,3,3,4,4,1
270890290,7,4,3,3,4,4,1
270890295,7,4,3,3,4,4,1
270890300,7,4,3,3,4,4,1
270910005,1,5,7,4,6,0,4
270910010,1,5,7,4,6,0,6
270910015,1,5,7,4,6,0,6
270910020,1,5,7,4,6,0,6
270910025,1,5,7,4,6,0,6
270910030,1,5,7,4,6,0,6
270910035,1,5,7,4,6,0,6
270910040,1,5,7,4,6,0,6
270910050,1,5,7,4,6,0,6
270910055,1,5,7,4,6,0,6
270910065,1,5,7,4,6,0,6
270910070,1,5,7,4,6,0,6
270910080,1,5,7,4,6,0,6
270910085,1,5,7,4,6,0,6
270910095,1,5,7,4,6,0,6
270910100,1,5,7,4,6,0,6
270910105,1,5,7,4,6,0,6
270910110,1,5,7,4,6,0,4
270910115,1,5,7,4,6,0,6
270910120,1,5,7,4,6,0,6
270910125,1,5,7,4,6,0,6
270910130,1,5,7,4,6,0,6
270910135,1,5,7,4,6,0,6
270910140,1,5,7,4,6,0,6
270910145,1,5,7,4,6,0,6
270910150,1,5,7,4,6,0,4
270910155,1,5,7,4,6,0,6
270910160,1,5,7,4,6,0,6
270910165,1,5,7,4,6,0,6
270910170,1,5,7,4,6,0,6
270910175,1,5,7,4,6,0,6
270910180,1,5,7,4,6,0,6
270910185,1,5,7,4,6,0,6
270910195,1,5,7,4,6,0,6
270910200,1,5,7,4,6,0,6
270910205,1,5,7,4,6,0,6
270910210,1,5,7,4,6,0,6
270930005,7,5,4,3,5,1,4
270930010,7,5,4,3,5,1,4
270930015,7,5,4,3,5,1,4
270930020,7,5,4,3,5,1,4
270930025,7,5,4,3,5,1,4
270930030,7,5,4,3,5,1,4
270930035,7,5,4,3,5,1,4
270930040,7,5,4,3,5,1,4
270930045,7,5,4,3,5,1,4
270930050,7,5,4,3,5,1,4
270930055,7,5,4,3,5,1,4
270930060,7,5,4,3,5,1,4
270930065,7,5,4,3,5,1,4
270930070,7,5,4,3,5,1,4
270930075,7,5,4,3,5,1,4
270930080,7,5,4,3,5,1,4
270930085,7,5,4,3,5,1,4
270930090,7,5,4,3,5,1,4
270930095,7,5,4,3,5,1,4
270930100,7,5,4,3,5,1,4
270930105,7,5,4,3,5,1,4
270930110,7,5,4,3,5,1,4
270930115,7,5,4,3,5,1,4
270930120,7,5,4,3,5,1,4
270930125,7,5,4,3,5,1,4
270930130,7,5,4,3,5,1,4
270930135,7,5,4,3,5,1,4
270930140,7,5,4,3,5,1,4
270930145,7,5,4,3,5,1,4
270930150,7,5,4,3,5,1,4
270950005,8,3,3,5,4,2,7
270950010,8,3,3,5,4,2,7
270950015,8,3,3,5,4,2,7
270950020,8,3,3,5,4,2,7
270950025,8,3,3,5,4,2,7
270950030,8,3,3,5,4,2,7
270950035,8,3,3,5,4,2,7
270950040,8,3,3,5,4,2,7
270950045,8,3,3,5,4,2,7
270950050,8,3,3,5,4,2,7
270950055,8,3,3,5,4,2,7
270950060,8,3,3,5,4,2,7
270950065,8,3,3,5,4,2,7
270950070,8,3,3,5,4,2,7
270950075,8,3,3,5,4,2,7
270950080,8,3,3,5,4,2,7
270950085,8,3,3,5,4,2,7
270950090,8,3,3,5,4,2,7
270950095,8,3,3,5,4,2,7
270950100,8,3,3,5,4,2,7
270950105,8,3,3,5,4,2,7
270950110,8,3,3,5,4,2,5
270950115,8,3,3,5,4,2,5
270950120,8,3,3,5,4,2,7
270950125,8,3,3,5,4,2,7
270970005,8,3,3,5,5,1,1
270970010,8,3,3,5,5,1,1
270970015,8,3,3,5,5,1,1
270970020,8,3,3,5,5,1,1
270970025,8,3,3,5,5,1,7
270970030,8,3,3,5,5,1,7
270970035,8,3,3,5,5,1,1
270970045,8,3,3,5,5,1,1
270970050,8,3,3,5,5,1,1
270970055,8,3,3,5,5,1,1
270970060,8,3,3,5,5,1,1
270970065,8,3,3,5,5,1,1
270970070,8,3,3,5,5,1,1
270970075,8,3,3,5,5,1,1
270970080,8,3,3,5,5,2,1
270970085,8,3,3,5,5,1,1
270970090,8,3,3,5,5,2,1
270970095,8,3,3,5,5,2,7
270970100,8,3,3,5,5,2,1
270970105,8,3,3,5,5,2,7
270970110,8,3,3,5,5,1,1
270970115,8,3,3,5,5,2,7
270970120,8,3,3,5,5,1,1
270970125,8,3,3,5,5,1,1
270970130,8,3,3,5,5,1,1
270970135,8,3,3,5,5,1,1
270970140,8,3,3,5,5,2,7
270970145,8,3,3,5,5,1,4
270970150,8,3,3,5,5,1,4
270970155,8,3,3,5,5,2,7
270970160,8,3,3,5,5,1,1
270970165,8,3,3,5,5,1,1
270970170,8,3,3,5,5,1,1
270970175,8,3,3,5,5,1,1
270970180,8,3,3,5,5,1,1
270970185,8,3,3,5,5,2,1
270970195,8,3,3,5,5,1,1
270970200,8,3,3,5,5,2,7
270970205,8,3,3,5,5,1,1
270970210,8,3,3,5,5,1,1
270970215,8,3,3,5,5,1,1
270970220,8,3,3,5,5,1,1
270970225,8,3,3,5,5,1,1
270970230,8,3,3,5,5,1,1
270970235,8,3,3,5,5,1,1
270970240,8,3,3,5,5,1,1
270970245,8,3,3,5,5,1,1
270970250,8,3,3,5,5,1,1
270990005,1,6,7,4,6,0,6
270990010,1,6,7,4,6,0,6
270990015,1,6,7,4,6,0,6
