VTD,COURT_ORDERED,PLAN1,PLAN2,PLAN3,PLAN4,PLAN5,PLAN6
270532385,3,8,8,7,4,6,3
270532400,3,3,8,7,4,6,6
270532405,3,3,8,7,4,6,6
270532410,3,3,8,7,4,6,6
270532415,3,3,8,7,4,6,6
270532420,3,3,7,7,4,6,3
270532425,3,3,7,7,4,6,3
270532430,3,3,7,7,4,6,3
270532435,3,3,7,7,4,6,3
270532440,3,3,7,7,4,6,6
270532445,3,3,7,7,4,6,3
270532450,3,3,7,7,4,6,3
270532455,3,3,7,7,4,6,6
270532460,3,3,7,7,4,6,6
270532465,3,8,7,7,4,6,6
270532470,3,8,7,7,8,6,6
270532475,3,8,7,7,4,6,6
270532480,3,8,7,7,8,6,6
270532485,3,8,8,7,4,6,6
270532490,3,8,8,7,4,6,6
270532495,3,8,8,7,4,6,6
270532500,3,8,8,7,4,6,6
270532505,3,8,8,7,4,6,5
270532510,3,8,8,7,4,6,5
270532575,5,8,7,5,8,5,5
270532580,5,8,7,5,8,5,5
270532585,5,8,7,5,8,5,5
270532590,5,8,7,5,8,5,5
270532595,5,8,7,5,8,5,5
270532600,5,8,7,5,8,5,5
270532605,5,8,7,5,8,5,5
270532610,5,8,7,5,8,5,5
270532615,5,8,7,5,8,5,5
270532645,5,8,8,7,8,7,6
270532655,5,8,8,7,8,7,5
270532665,5,8,8,7,8,7,5
270532675,5,8,8,7,8,7,5
270532695,6,3,7,7,4,6,7
270532710,3,1,7,7,4,4,3
270532715,3,1,8,7,4,4,3
270532720,3,7,7,7,4,6,3
270532725,3,7,7,7,4,6,7
270532730,3,7,7,7,4,6,3
270532735,3,7,7,7,4,6,3
270532755,3,7,7,7,4,6,3
270532765,5,4,8,7,8,7,5
270532770,5,4,8,7,8,7,6
270532780,3,7,7,7,4,6,3
270532790,5,8,7,5,8,7,3
270532795,5,8,7,5,8,7,3
270532800,5,8,7,5,8,7,3
270532805,5,8,7,5,8,6,3
270532810,5,8,7,5,8,6,3
270532815,5,8,7,5,8,7,3
270532820,5,8,7,5,8,7,3
270532825,5,7,7,5,8,6,3
270532830,5,7,7,5,8,6,6
270532835,5,7,7,5,8,6,3
270532840,5,8,7,5,8,6,3
270532845,5,7,7,5,8,6,6
270532850,5,7,7,7,4,6,6
270532855,5,7,7,7,8,6,6
270532860,5,8,7,7,8,7,6
270532865,5,8,7,7,8,7,3
270532900,3,7,7,7,4,6,3
270532910,3,3,7,7,4,6,3
270532925,3,7,7,7,4,6,3
270550005,1,6,4,3,3,1,8
270550010,1,6,4,3,3,1,8
270550015,1,6,4,3,3,1,8
270550020,1,6,4,3,3,1,8
270550025,1,6,4,3,3,1,8
270550030,1,6,4,3,3,1,8
270550035,1,6,4,3,3,1,8
270550040,1,6,4,3,3,1,8
270550045,1,6,4,3,3,1,8
270550050,1,6,4,3,3,1,8
270550055,1,6,4,3,3,1,8
270550060,1,6,4,3,3,1,8
270550065,1,6,4,3,3,1,8
270550070,1,6,4,3,3,1,8
270550075,1,6,4,3,3,1,8
270550076,1,6,4,3,3,1,8
270550080,1,6,4,3,3,1,8
270550085,1,6,4,3,3,1,8
270550090,1,6,4,3,3,1,8
270550095,1,6,4,3,3,1,8
270550100,1,6,4,3,3,1,8
270550105,1,6,4,3,3,1,8
270550110,1,6,4,3,3,1,8
270550115,1,6,4,3,3,1,8
270550120,1,6,4,3,3,1,8
270550125,1,6,4,3,3,1,8
270550130,1,6,4,3,3,1,8
270570005,8,1,3,1,1,2,1
270570010,8,1,3,1,1,2,1
270570015,8,1,3,1,1,2,1
270570020,7,1,3,1,1,2,1
270570022,8,1,3,1,1,2,1
270570025,8,1,3,1,1,2,1
270570030,7,1,3,1,1,2,1
270570035,8,1,3,1,1,2,1
270570037,8,1,3,1,1,2,1
270570040,8,1,3,1,1,2,1
270570045,8,1,3,1,1,2,1
270570050,8,1,3,1,1,2,1
270570052,8,1,3,1,1,2,1
270570055,8,1,3,1,1,2,1
270570060,8,1,3,1,1,2,1
270570065,7,1,3,1,1,2,1
270570070,7,1,3,1,1,2,1
270570075,8,1,3,1,1,2,1
270570080,8,1,3,1,1,2,1
270570085,8,1,3,1,1,2,1
270570090,8,1,3,1,1,2,1
270570095,8,1,3,1,1,2,1
270570097,8,1,3,1,1,2,1
270570100,8,1,3,1,1,2,1
270570105,7,1,3,1,1,2,1
270570110,7,1,3,1,1,2,1
270570115,7,1,3,1,1,2,1
270570120,7,1,3,1,1,2,1
270570122,7,1,3,1,1,2,1
270570125,8,1,3,1,1,2,1
270570130,8,1,3,1,1,2,1
270570135,8,1,3,1,1,2,1
270570137,8,1,3,1,1,2,1
270570140,7,1,3,1,1,2,1
270570145,8,1,3,1,1,2,1
270570150,7,1,3,1,1,2,1
270570152,7,1,3,1,1,2,1
270570155,7,1,3,1,1,2,1
270590005,8,1,2,6,2,4,3
270590010,8,1,2,6,2,4,3
270590015,8,1,2,6,2,4,4
270590020,8,1,2,6,2,4,3
270590022,8,1,2,6,2,4,4
270590025,8,1,2,6,2,4,3
270590030,8,1,2,6,2,4,3
270590035,8,1,2,6,2,4,3
270590037,8,1,2,6,2,4,3
270590040,8,1,2,6,2,4,4
270590045,8,1,2,6,2,4,3
270590050,8,1,2,6,2,4,4
270590055,8,1,2,6,2,4,4
270590057,8,1,2,6,2,4,3
270590060,8,1,2,6,2,4,3
270590065,8,1,2,6,2,4,3
270590070,8,1,2,6,2,4,4
270590075,8,1,2,6,2,4,3
270590080,8,1,2,6,2,4,3
270610005,8,1,2,1,1,2,1
270610010,8,1,2,1,1,2,1
270610015,8,1,2,1,1,2,1
270610020,8,1,2,1,1,2,1
270610025,8,1,2,1,1,2,1
270610030,8,1,2,1,1,2,1
270610035,8,1,2,1,1,2,1
270610040,8,1,2,1,1,2,1
270610045,8,1,2,1,1,2,1
270610050,8,1,2,1,1,2,1
270610055,8,1,2,1,1,2,4
270610060,8,1,2,1,1,2,1
270610065,8,1,2,1,1,2,1
270610070,8,1,2,1,1,2,1
270610074,8,1,2,1,1,2,1
270610076,8,1,2,1,1,2,1
270610085,8,1,2,1,1,2,1
270610090,8,1,2,1,1,2,1
270610095,8,1,2,1,1,2,1
270610096,8,1,2,1,1,2,1
270610100,8,1,2,1,1,2,1
270610101,8,1,2,1,1,2,1
270610110,8,1,2,1,1,2,1
270610120,8,1,2,1,1,2,4
270610125,8,1,2,1,1,2,1
270610130,8,1,2,1,1,2,1
270610135,8,1,2,1,1,2,1
270610140,8,1,2,1,1,2,1
270610145,8,1,2,1,1,2,1
270610151,8,1,2,1,1,2,1
270610155,8,1,2,1,1,2,1
270610175,8,1,2,1,1,2,1
270610184,8,1,2,1,1,2,1
270610200,8,1,2,1,1,2,1
270610205,8,1,2,1,1,2,1
270610215,8,1,2,1,1,2,1
270610220,8,1,2,1,1,2,1
270610225,8,1,2,1,1,2,1
270610227,8,1,2,1,1,2,1
270610230,8,1,2,1,1,2,1
270610235,8,1,2,1,1,2,1
270610240,8,1,2,1,1,2,1
270610244,8,1,2,1,1,2,1
270610245,8,1,2,1,1,2,1
270610247,8,1,2,1,1,2,1
270610249,8,1,2,1,1,2,1
270610255,8,1,2,1,1,2,1
270610260,8,1,2,1,1,2,1
270610265,8,1,2,1,1,2,1
270610270,8,1,2,1,1,2,1
270610271,8,1,2,1,1,2,1
270610280,8,1,2,1,1,2,1
270610285,8,1,2,1,1,2,1
270610290,8,1,2,1,1,2,1
270610295,8,1,2,1,1,2,1
270610300,8,1,2,1,1,2,1
270610305,8,1,2,1,1,2,4
270610310,8,1,2,1,1,2,1
270610320,8,1,2,1,1,2,1
270610327,8,1,2,1,1,2,4
270610330,8,1,2,1,1,2,1
270610335,8,1,2,1,1,2,1
270610338,8,1,2,1,1,2,1
270610339,8,1,2,1,1,2,1
270610340,8,1,2,1,1,2,1
270610345,8,1,2,1,1,2,1
270610350,8,1,2,1,1,2,1
270610355,8,1,2,1,1,2,1
270610360,8,1,2,1,1,2,4
270610365,8,1,2,1,1,2,4
270610370,8,1,2,1,1,2,1
270610371,8,1,2,1,1,2,1
270610372,8,1,2,1,1,2,4
270610375,8,1,2,1,1,2,1
270610380,8,1,2,1,1,2,1
270610385,8,1,2,1,1,2,1
270630005,1,7,3,3,7,1,2
270630010,1,7,3,3,7,1,2
270630015,1,7,3,3,7,1,2
270630020,1,7,3,3,7,1,2
270630025,1,7,3,3,7,1,2
270630030,1,7,3,3,7,1,2
270630035,1,7,3,3,7,1,2
270630040,1,7,3,3,7,1,2
270630045,1,7,3,3,7,1,2
270630050,1,7,3,3,7,1,2
270630055,1,7,3,3,7,1,2
270630060,1,7,3,3,7,1,2
270630070,1,7,3,3,7,1,2
270630080,1,7,3,3,7,1,2
270630085,1,7,3,3,7,1,2
270630090,1,7,3,3,7,1,2
270630095,1,7,3,3,7,1,2
270630100,1,7,3,3,7,1,2
270630105,1,7,3,3,7,1,2
270630110,1,7,3,3,7,1,2
270630115,1,7,3,3,7,1,2
270630120,1,7,3,3,7,1,2
270630125,1,7,3,3,7,1,7
270630130,1,7,3,3,7,1,2
270630135,1,7,3,3,7,1,2
270630140,1,7,3,3,7,1,2
270630145,1,7,3,3,7,1,2
270630150,1,7,3,3,7,1,2
270650005,8,1,2,1,2,4,4
270650010,8,1,2,1,2,4,4
270650015,8,1,2,1,2,4,4
270650020,8,1,2,1,2,4,3
270650025,8,1,2,1,2,4,4
270650030,8,1,2,1,2,4,4
270650035,8,1,2,1,2,4,4
270650040,8,1,2,1,2,4,4
270650045,8,1,2,1,2,4,4
270650050,8,1,2,1,2,4,4
270650055,8,1,2,1,2,4,4
270650060,8,1,2,1,2,4,4
270650065,8,1,2,1,2,4,4
270650070,8,1,2,1,2,4,4
270650080,8,1,2,1,2,4,4
270650085,8,1,2,1,2,4,4
270650090,8,1,2,1,2,4,4
270650095,8,1,2,1,2,4,4
270650100,8,1,2,1,2,4,3
270650105,8,1,2,1,2,4,4
270670005,7,3,3,2,7,3,7
270670010,7,3,3,2,7,3,7
270670015,7,3,3,2,7,3,7
270670020,7,3,3,2,7,3,1
270670025,7,3,3,2,7,3,1
270670030,7,3,3,2,7,3,1
270670035,7,3,3,2,7,3,7
270670040,7,3,3,2,7,3,7
270670045,7,3,3,2,7,3,7
270670050,7,3,3,2,7,3,7
270670055,7,3,3,2,7,3,1
270670060,7,3,3,2,7,3,1
270670065,7,3,3,2,7,3,7
270670070,7,3,3,2,7,3,1
270670075,7,3,3,2,7,3,1
270670080,7,3,3,2,7,3,1
270670085,7,3,3,2,7,3,1
270670090,7,3,3,2,7,3,7
270670095,7,3,3,2,7,3,7
270670100,7,3,3,2,7,3,7
270670105,7,3,3,2,7,3,1
270670110,7,3,3,2,7,3,1
270670115,7,3,3,2,7,3,1
270670120,7,3,3,2,7,3,7
270670125,7,3,3,2,7,3,1
270670130,7,3,3,2,7,3,7
270670135,7,3,3,2,7,3,1
270670140,7,3,3,2,7,3,1
270670145,7,3,3,2,7,3,7
270670150,7,3,3,2,7,3,1
270670155,7,3,3,2,7,3,1
270670160,7,3,3,2,7,3,1
270670165,7,3,3,2,7,3,7
270670170,7,3,3,2,7,3,7
270670175,7,3,3,2,7,3,1
270670180,7,3,3,2,7,3,1
270670185,7,3,3,2,7,3,1
270670190,7,3,3,2,7,3,1
270670195,7,3,3,2,7,3,1
270670200,7,3,3,2,7,3,1
270670202,7,3,3,2,7,3,1
270670205,7,3,3,2,7,3,1
270670210,7,3,3,2,7,3,1
270670215,7,3,3,2,7,3,1
270670220,7,3,3,2,7,3,1
270670225,7,3,3,2,7,3,1
270670230,7,3,3,2,7,3,1
270670235,7,3,3,2,7,3,1
270690005,7,1,2,1,1,2,1
270690010,7,1,2,1,1,2,1
270690015,7,1,2,1,1,2,1
270690020,7,1,2,1,1,2,1
270690025,7,1,2,1,1,2,1
270690030,7,1,2,1,1,2,1
270690035,7,1,2,1,1,2,1
270690040,7,1,2,1,1,2,1
270690045,7,1,2,1,1,2,1
270690050,7,1,2,1,1,2,1
270690055,7,1,2,1,1,2,1
270690060,7,1,2,1,1,2,1
270690065,7,1,2,1,1,2,1
270690070,7,1,2,1,1,2,1
270690075,7,1,2,1,1,2,1
270690080,7,1,2,1,1,2,1
270690085,7,1,2,1,1,2,1
270690090,7,1,2,1,1,2,1
270690092,7,1,2,1,1,2,1
270690095,7,1,2,1,1,2,1
270690100,7,1,2,1,1,2,1
270690105,7,1,2,1,1,2,1
270690110,7,1,2,1,1,2,1
270690115,7,1,2,1,1,2,1
270690118,7,1,2,1,1,2,1
270690120,7,1,2,1,1,2,1
270690125,7,1,2,1,1,2,1
270690130,7,1,2,1,1,2,1
270690135,7,1,2,1,1,2,1
270690140,7,1,2,1,1,2,1
270690145,7,1,2,1,1,2,1
270690150,7,1,2,1,1,2,1
270690155,7,1,2,1,1,2,1
270690160,7,1,2,1,1,2,1
270690165,7,1,2,1,1,2,1
270690170,7,1,2,1,1,2,1
270690175,7,1,2,1,1,2,1
270690180,7,1,2,1,1,2,1
270690185,7,1,2,1,1,2,1
270710005,8,1,1,1,1,2,1
270710023,8,1,1,1,1,2,1
270710050,8,1,1,1,1,2,1
270710055,8,1,1,1,1,2,1
270710060,8,1,1,1,1,2,1
270710070,8,1,1,1,1,2,1
270710075,8,1,1,1,1,2,1
270710080,8,1,1,1,1,2,1
270710082,8,1,1,1,1,2,1
270710083,8,1,1,1,1,2,1
270710090,8,1,1,1,1,2,1
270710100,8,1,1,1,1,2,1
270710115,8,1,1,1,1,2,1
270710120,8,1,1,1,1,2,1
270710121,8,1,1,1,1,2,1
270710140,8,1,1,1,1,2,1
270710170,8,1,1,1,1,2,1
270710175,8,1,1,1,1,2,1
270710180,8,1,1,1,1,2,1
270710185,8,1,1,1,1,2,1
270710190,8,1,1,1,1,2,1
270710195,8,1,1,1,1,2,1
270730005,7,3,3,2,7,3,7
270730010,7,3,3,2,7,3,7
270730015,7,3,3,2,7,3,7
270730020,7,3,3,2,7,3,7
270730025,7,3,3,2,7,3,7
270730030,7,3,3,2,7,3,7
270730035,7,3,3,2,7,3,7
270730040,7,3,3,2,7,3,7
270730045,7,3,3,2,7,3,7
270730060,7,3,3,2,7,3,7
270730065,7,3,3,2,7,3,7
270730070,7,3,3,2,7,3,7
270730075,7,3,3,2,7,3,7
270730080,7,3,3,2,7,3,7
270730085,7,3,3,2,7,3,7
270730090,7,3,3,2,7,3,7
270730095,7,3,3,2,7,3,7
270730110,7,3,3,2,7,3,7
270730115,7,3,3,2,7,3,7
270730120,7,3,3,2,7,3,7
270730125,7,3,3,2,7,3,7
270730130,7,3,3,2,7,3,7
270730135,7,3,3,2,7,3,7
270730140,7,3,3,2,7,3,7
270730145,7,3,3,2,7,3,7
270730150,7,3,3,2,7,3,7
270730155,7,3,3,2,7,3,7
270730160,7,3,3,2,7,3,7
270730165,7,3,3,2,7,3,7
270750005,8,2,1,1,1,2,1
270750010,8,2,1,1,1,2,1
270750020,8,2,1,1,1,2,1
270750025,8,2,1,1,1,2,1
270750035,8,2,1,1,1,2,1
270750040,8,2,1,1,1,2,1
270750050,8,2,1,1,1,2,1
270750060,8,2,1,1,1,2,1
270750065,8,2,1,1,1,2,1
270750070,8,2,1,1,1,2,1
270750080,8,2,1,1,1,2,1
270750090,8,2,1,1,1,2,1
270750105,8,2,1,1,1,2,1
270750110,8,2,1,1,1,2,1
270750115,8,2,1,1,1,2,1
270750120,8,2,1,1,1,2,1
270750125,8,2,1,1,1,2,1
270750130,8,2,1,1,1,2,1
270750135,8,2,1,1,1,2,1
270759999,8,2,1,1,1,2,4
270770005,8,1,2,1,1,2,1
270770010,8,1,2,1,1,2,1
270770015,8,1,2,1,1,2,1
270770020,8,1,2,1,1,2,1
270770030,8,1,2,1,1,2,1
270770031,8,1,2,1,1,2,1
270770035,8,1,2,1,1,2,1
270770040,8,1,2,1,1,2,1
270770044,8,1,2,1,1,2,1
270770045,8,1,2,1,1,2,1
270770046,8,1,2,1,1,2,1
270770050,8,1,2,1,1,2,1
270770055,8,1,2,1,1,2,1
270770065,8,1,2,1,1,2,1
270770070,8,1,2,1,1,2,1
270770075,8,1,2,1,1,2,1
270770080,8,1,2,1,1,2,1
270790005,2,6,4,3,3,1,2
270790010,2,6,4,3,3,1,2
270790015,2,6,4,3,3,1,2
270790020,2,6,4,3,3,6,2
270790025,2,6,4,3,3,1,2
270790030,2,6,4,3,3,1,2
270790035,2,6,4,3,3,6,2
270790040,2,6,4,3,3,1,2
270790045,2,6,4,3,3,1,2
270790047,2,6,4,3,3,1,2
270790050,2,6,4,3,3,1,2
270790055,2,6,4,3,3,1,2
270790062,2,6,4,3,3,6,2
270790065,2,6,4,3,3,6,2
270790075,2,6,4,3,3,3,2
270790085,2,6,4,3,3,6,2
270790087,2,6,4,3,3,1,2
270790090,2,6,4,3,3,6,2
270790100,2,6,4,3,3,6,2
270790105,2,6,4,3,3,6,2
270790110,2,6,4,3,3,3,2
270790115,2,6,4,3,3,3,2
270790120,2,6,4,3,3,3,2
270790125,2,6,4,3,3,1,2
270790130,2,6,4,3,3,1,2
270790140,2,6,4,3,3,1,2
270810005,7,7,3,2,7,3,7
270810010,7,7,3,2,7,3,7
270810015,7,7,3,2,7,3,7
270810020,7,7,3,2,7,3,7
270810025,7,7,3,2,7,3,7
270810030,7,7,3,2,7,3,7
270810035,7,7,3,2,7,3,7
270810040,7,7,3,2,7,3,7
270810045,7,7,3,2,7,1,7
270810050,7,7,3,2,7,3,7
270810055,7,7,3,2,7,1,7
270810060,7,7,3,2,7,1,7
270810065,7,7,3,2,7,3,7
270810070,7,7,3,2,7,3,7
270810075,7,7,3,2,7,3,7
270810080,7,7,3,2,7,3,7
270810085,7,7,3,2,7,3,7
270810090,7,7,3,2,7,3,7
270810095,7,7,3,2,7,1,7
270810100,7,7,3,2,7,1,7
270830005,7,7,3,2,7,3,7
270830010,7,7,3,2,7,1,7
270830015,7,7,3,2,7,3,7
270830020,7,7,3,2,7,3,7
270830025,7,7,3,2,7,3,7
270830030,7,7,3,2,7,1,7
270830035,7,7,3,2,7,3,7
270830040,7,7,3,2,7,3,7
270830045,7,7,3,2,7,1,7
270830050,7,7,3,2,7,1,7
270830055,7,7,3,2,7,3,7
270830060,7,7,3,2,7,3,7
270830065,7,7,3,2,7,3,7
270830070,7,7,3,2,7,3,7
270830075,7,7,3,2,7,3,7
270830080,7,7,3,2,7,3,7
270830085,7,7,3,2,7,3,7
270830090,7,7,3,2,7,3,7
270830095,7,7,3,2,7,3,7
270830105,7,7,3,2,7,3,7
270830115,7,7,3,2,7,3,7
270830125,7,7,3,2,7,3,7
270830130,7,7,3,2,7,1,7
270830135,7,7,3,2,7,3,7
270830140,7,7,3,2,7,1,7
270830145,7,7,3,2,7,3,7
270830150,7,7,3,2,7,1,7
270830155,7,7,3,2,7,3,7
270830160,7,7,3,2,7,3,7
270830165,7,7,3,2,7,3,7
270830170,7,7,3,2,7,1,7
270830180,7,7,3,2,7,3,7
270830185,7,7,3,2,7,3,7
270850005,7,7,3,2,4,3,7
270850010,7,7,3,2,4,3,2
270850015,7,7,3,2,4,3,7
270850020,7,7,3,2,4,3,7
270850025,7,7,3,2,4,3,7
270850030,7,7,3,2,4,3,2
270850035,7,7,3,2,4,3,2
270850040,7,7,3,2,4,3,2
270850045,7,7,3,2,4,3,2
270850050,7,7,3,2,4,3,2
270850055,7,7,3,2,4,3,7
270850060,7,7,3,2,4,3,7
270850065,7,7,3,2,4,3,2
270850070,7,7,3,2,4,3,7
270850075,7,7,3,2,4,3,7
270850080,7,7,3,2,4,3,7
270850095,7,7,3,2,4,3,7
270850100,7,7,3,2,4,3,2
270850105,7,7,3,2,4,3,7
270850110,7,7,3,2,4,3,7
270850115,7,7,3,2,4,3,2
270850120,7,7,3,2,4,3,2
270850125,7,7,3,2,4,3,7
270850130,7,7,3,2,4,3,7
270850135,7,7,3,2,4,3,7
270850140,7,7,3,2,4,3,7
270850145,7,7,3,2,4,3,2
270850150,7,7,3,2,4,3,2
270870005,8,1,3,1,1,2,1
270870010,8,1,3,1,1,2,1
270870015,8,1,3,1,1,2,1
270870020,8,1,3,1,1,2,1
270870025,8,1,3,1,1,2,1
270870030,8,1,3,1,1,2,1
270870035,8,1,3,1,1,2,1
270870040,8,1,3,1,1,2,1
270870045,8,1,3,1,1,2,1
270870050,8,1,3,1,1,2,1
270870055,8,1,3,1,1,2,1
270870060,8,1,3,1,1,2,1
270870065,8,1,3,1,1,2,1
270870070,8,1,3,1,1,2,1
270870075,8,1,3,1,1,2,1
270870080,8,1,3,1,1,2,1
270870085,8,1,3,1,1,2,1
270870090,8,1,3,1,1,2,1
270870095,8,1,3,1,1,2,1
270890005,7,1,2,1,1,2,1
270890010,7,1,2,1,1,2,1
270890015,7,1,2,1,1,2,1
270890020,7,1,2,1,1,2,1
270890025,7,1,2,1,1,2,1
270890030,7,1,2,1,1,2,1
270890035,7,1,2,1,1,2,1
270890040,7,1,2,1,1,2,1
270890045,7,1,2,1,1,2,1
270890050,7,1,2,1,1,2,1
270890055,7,1,2,1,1,2,1
270890060,7,1,2,1,1,2,1
270890065,7,1,2,1,1,2,1
270890070,7,1,2,1,1,2,1
270890075,7,1,2,1,1,2,1
270890080,7,1,2,1,1,2,1
270890085,7,1,2,1,1,2,1
270890090,7,1,2,1,1,2,1
270890095,7,1,2,1,1,2,1
270890100,7,1,2,1,1,2,1
270890105,7,1,2,1,1,2,1
270890110,7,1,2,1,1,2,1
270890115,7,1,2,1,1,2,1
270890120,7,1,2,1,1,2,1
270890125,7,1,2,1,1,2,1
270890130,7,1,2,1,1,2,1
270890135,7,1,2,1,1,2,1
270890140,7,1,2,1,1,2,1
270890145,7,1,2,1,1,2,1
270890150,7,1,2,1,1,2,1
270890155,7,1,2,1,1,2,1
270890160,7,1,2,1,1,2,1
270890165,7,1,2,1,1,2,1
270890166,7,1,2,1,1,2,1
270890170,7,1,2,1,1,2,1
270890175,7,1,2,1,1,2,1
270890180,7,1,2,1,1,2,1
270890185,7,1,2,1,1,2,1
270890190,7,1,2,1,1,2,1
270890195,7,1,2,1,1,2,1
270890200,7,1,2,1,1,2,1
270890205,7,1,2,1,1,2,1
270890210,7,1,2,1,1,2,1
270890215,7,1,2,1,1,2,1
270890220,7,1,2,1,1,2,1
270890225,7,1,2,1,1,2,1
270890230,7,1,2,1,1,2,1
270890235,7,1,2,1,1,2,1
270890240,7,1,2,1,1,2,1
270890245,7,1,2,1,1,2,1
270890250,7,1,2,1,1,2,1
270890255,7,1,2,1,1,2,1
270890260,7,1,2,1,1,2,1
270890265,7,1,2,1,1,2,1
270890270,7,1,2,1,1,2,1
270890275,7,1,2,1,1,2,1
270890285,7,1,2,1,1,2,1
270890290,7,1,2,1,1,2,1
270890295,7,1,2,1,1,2,1
270890300,7,1,2,1,1,2,1
270910005,1,7,4,3,7,1,2
270910010,1,7,4,3,7,1,2
270910015,1,7,4,3,7,1,2
270910020,1,7,4,3,7,1,2
270910025,1,7,4,3,7,1,2
270910030,1,7,4,3,7,1,2
270910035,1,7,4,3,7,1,2
270910040,1,7,4,3,7,1,2
270910050,1,7,4,3,7,1,2
270910055,1,7,4,3,7,1,2
270910065,1,7,4,3,7,1,2
270910070,1,7,4,3,7,1,2
270910080,1,7,4,3,7,1,2
270910085,1,7,4,3,7,1,2
270910095,1,7,4,3,7,1,2
270910100,1,7,4,3,7,1,2
270910105,1,7,4,3,7,1,2
270910110,1,7,4,3,7,1,2
270910115,1,7,4,3,7,1,2
270910120,1,7,4,3,7,1,2
270910125,1,7,4,3,7,1,2
270910130,1,7,4,3,7,1,2
270910135,1,7,4,3,7,1,2
270910140,1,7,4,3,7,1,2
270910145,1,7,4,3,7,1,2
270910150,1,7,4,3,7,1,2
270910155,1,7,4,3,7,1,2
270910160,1,7,4,3,7,1,2
270910165,1,7,4,3,7,1,2
270910170,1,7,4,3,7,1,2
270910175,1,7,4,3,7,1,2
270910180,1,7,4,3,7,1,2
270910185,1,7,4,3,7,1,2
270910195,1,7,4,3,7,1,2
270910200,1,7,4,3,7,1,2
270910205,1,7,4,3,7,1,2
270910210,1,7,4,3,7,1,2
270930005,7,3,3,2,7,3,7
270930010,7,3,3,2,7,3,7
270930015,7,3,3,2,7,3,7
270930020,7,3,3,2,7,3,7
270930025,7,3,3,2,7,3,7
270930030,7,3,3,2,7,3,7
270930035,7,3,3,2,7,3,7
270930040,7,3,3,2,7,3,7
270930045,7,3,3,2,7,3,7
270930050,7,3,3,2,7,3,7
270930055,7,3,3,2,7,3,7
270930060,7,3,3,2,7,3,7
270930065,7,3,3,2,7,3,7
270930070,7,3,3,2,7,3,7
270930075,7,3,3,2,7,3,7
270930080,7,3,3,2,7,3,7
270930085,7,3,3,2,7,3,7
270930090,7,3,3,2,7,3,7
270930095,7,3,3,2,7,3,7
270930100,7,3,3,2,7,3,7
270930105,7,3,3,2,7,3,7
270930110,7,3,3,2,7,3,7
270930115,7,3,3,2,7,3,7
270930120,7,3,3,2,7,3,7
270930125,7,3,3,2,7,3,7
270930130,7,3,3,2,7,3,7
270930135,7,3,3,2,7,3,7
270930140,7,3,3,2,7,3,7
270930145,7,3,3,2,7,3,1
270930150,7,3,3,2,7,3,7
270950005,8,1,2,1,2,4,3
270950010,8,1,2,1,2,4,3
270950015,8,1,2,1,2,4,3
270950020,8,1,2,1,2,4,4
270950025,8,1,2,1,2,4,4
270950030,8,1,2,1,2,4,4
270950035,8,1,2,1,2,4,3
270950040,8,1,2,1,2,4,3
270950045,8,1,2,1,2,4,4
270950050,8,1,2,1,2,4,4
270950055,8,1,2,1,2,4,4
270950060,8,1,2,1,2,4,4
270950065,8,1,2,1,2,4,4
270950070,8,1,2,1,2,4,3
270950075,8,1,2,1,2,4,3
270950080,8,1,2,1,2,4,3
270950085,8,1,2,1,2,4,4
270950090,8,1,2,1,2,4,4
270950095,8,1,2,1,2,4,4
270950100,8,1,2,1,2,4,3
270950105,8,1,2,1,2,4,3
270950110,8,1,2,1,2,4,3
270950115,8,1,2,1,2,4,3
270950120,8,1,2,1,2,4,4
270950125,8,1,2,1,2,4,4
270970005,7,1,2,1,2,3,3
270970010,7,1,2,1,2,3,1
270970015,7,1,2,1,2,3,3
270970020,7,1,2,1,2,3,3
270970025,7,1,2,1,2,3,3
270970030,7,1,2,1,2,3,3
270970035,7,1,2,1,2,3,1
270970045,7,1,2,1,2,3,1
270970050,7,1,2,1,2,3,1
270970055,7,1,2,1,2,3,1
270970060,7,1,2,1,2,3,3
270970065,7,1,2,1,2,3,3
270970070,7,1,2,1,2,3,1
270970075,7,1,2,1,2,3,4
270970080,7,1,2,1,2,3,4
270970085,7,1,2,1,2,3,1
270970090,7,1,2,1,2,3,1
270970095,7,1,2,1,2,4,4
270970100,7,1,2,1,2,4,4
270970105,7,1,2,1,2,4,3
270970110,7,1,2,1,2,3,1
270970115,7,1,2,1,2,4,4
270970120,7,1,2,1,2,3,3
270970125,7,1,2,1,2,3,1
270970130,7,1,2,1,2,3,1
270970135,7,1,2,1,2,3,3
270970140,7,1,2,1,2,4,3
270970145,7,1,2,1,2,3,1
270970150,7,1,2,1,2,3,1
270970155,7,1,2,1,2,4,4
270970160,7,1,2,1,2,3,1
270970165,7,1,2,1,2,3,4
270970170,7,1,2,1,2,3,4
270970175,7,1,2,1,2,3,3
270970180,7,1,2,1,2,3,1
270970185,7,1,2,1,2,3,4
270970195,7,1,2,1,2,3,1
270970200,7,1,2,1,2,4,4
270970205,7,1,2,1,2,3,1
270970210,7,1,2,1,2,3,1
270970215,7,1,2,1,2,3,3
270970220,7,1,2,1,2,3,1
270970225,7,1,2,1,2,3,1
270970230,7,1,2,1,2,3,3
270970235,7,1,2,1,2,3,1
270970240,7,1,2,1,2,3,1
270970245,7,1,2,1,2,3,3
